uri	rel	start	end	start_en	end_en	label
/a/[/r/RelatedTo/,/c/en/captain/,/c/en/ship/]	/r/RelatedTo	/c/ja/船	/c/ja/頭	/c/en/captain	/c/en/ship	4
/a/[/r/RelatedTo/,/c/en/captain/,/c/en/ship/]	/r/RelatedTo	/c/ja/船	/c/ja/艦長	/c/en/captain	/c/en/ship	2
/a/[/r/RelatedTo/,/c/en/captain/,/c/en/ship/]	/r/RelatedTo	/c/ja/舟	/c/ja/頭	/c/en/captain	/c/en/ship	3
/a/[/r/RelatedTo/,/c/en/captain/,/c/en/ship/]	/r/RelatedTo	/c/ja/舟	/c/ja/艦長	/c/en/captain	/c/en/ship	2
/a/[/r/RelatedTo/,/c/en/captain/,/c/en/ship/]	/r/RelatedTo	/c/ja/キャップ	/c/ja/船	/c/en/captain	/c/en/ship	4
/a/[/r/RelatedTo/,/c/en/captain/,/c/en/ship/]	/r/RelatedTo	/c/ja/キャップ	/c/ja/舟	/c/en/captain	/c/en/ship	4
/a/[/r/RelatedTo/,/c/en/captain/,/c/en/ship/]	/r/RelatedTo	/c/ja/キャップ	/c/ja/槽	/c/en/captain	/c/en/ship	5
/a/[/r/RelatedTo/,/c/en/captain/,/c/en/ship/]	/r/RelatedTo	/c/ja/キャップ	/c/ja/シップ	/c/en/captain	/c/en/ship	5
/a/[/r/RelatedTo/,/c/en/captain/,/c/en/ship/]	/r/RelatedTo	/c/ja/一尉	/c/ja/舟	/c/en/captain	/c/en/ship	5
/a/[/r/RelatedTo/,/c/en/captain/,/c/en/ship/]	/r/RelatedTo	/c/ja/甲必丹	/c/ja/船	/c/en/captain	/c/en/ship	3
/a/[/r/UsedFor/,/c/en/telephone/,/c/en/communicate/]	/r/UsedFor	/c/ja/伝言_ゲーム	/c/ja/申伝える	/c/en/telephone	/c/en/communicate	4
/a/[/r/UsedFor/,/c/en/telephone/,/c/en/communicate/]	/r/UsedFor	/c/ja/伝言_ゲーム	/c/ja/通い合う	/c/en/telephone	/c/en/communicate	2
/a/[/r/AtLocation/,/c/en/books/,/c/en/shelf/]	/r/AtLocation	/c/ja/ものの本	/c/ja/お蔵	/c/en/books	/c/en/shelf	3
/a/[/r/UsedFor/,/c/en/telephone/,/c/en/communicate/]	/r/UsedFor	/c/ja/伝言_ゲーム	/c/ja/申し伝える	/c/en/telephone	/c/en/communicate	1
/a/[/r/UsedFor/,/c/en/telephone/,/c/en/communicate/]	/r/UsedFor	/c/ja/伝言_ゲーム	/c/ja/伝え合う	/c/en/telephone	/c/en/communicate	2
/a/[/r/UsedFor/,/c/en/telephone/,/c/en/communicate/]	/r/UsedFor	/c/ja/伝言_ゲーム	/c/ja/伝える	/c/en/telephone	/c/en/communicate	2
/a/[/r/UsedFor/,/c/en/telephone/,/c/en/communicate/]	/r/UsedFor	/c/ja/伝言_ゲーム	/c/ja/通じる	/c/en/telephone	/c/en/communicate	4
/a/[/r/UsedFor/,/c/en/telephone/,/c/en/communicate/]	/r/UsedFor	/c/ja/お電話	/c/ja/通ずる	/c/en/telephone	/c/en/communicate	3
/a/[/r/UsedFor/,/c/en/telephone/,/c/en/communicate/]	/r/UsedFor	/c/ja/お電話	/c/ja/通じる	/c/en/telephone	/c/en/communicate	2
/a/[/r/UsedFor/,/c/en/telephone/,/c/en/communicate/]	/r/UsedFor	/c/ja/お電話	/c/ja/通い合う	/c/en/telephone	/c/en/communicate	3
/a/[/r/AtLocation/,/c/en/books/,/c/en/shelf/]	/r/AtLocation	/c/ja/ものの本	/c/ja/棚	/c/en/books	/c/en/shelf	3
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/空中	/c/ja/雲居	/c/en/cloud	/c/en/sky	3
/a/[/r/UsedFor/,/c/en/telephone/,/c/en/communicate/]	/r/UsedFor	/c/ja/伝言_ゲーム	/c/ja/通ずる	/c/en/telephone	/c/en/communicate	3
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/上空	/c/ja/雲気	/c/en/cloud	/c/en/sky	2
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/上空	/c/ja/雲居	/c/en/cloud	/c/en/sky	3
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/スカイ	/c/ja/雲気	/c/en/cloud	/c/en/sky	5
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/空中	/c/ja/雲井	/c/en/cloud	/c/en/sky	3
/a/[/r/UsedFor/,/c/en/telephone/,/c/en/communicate/]	/r/UsedFor	/c/ja/お電話	/c/ja/申し伝える	/c/en/telephone	/c/en/communicate	1
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/空中	/c/ja/雲気	/c/en/cloud	/c/en/sky	4
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/スカイ	/c/ja/雲居	/c/en/cloud	/c/en/sky	4
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/スカイ	/c/ja/雲井	/c/en/cloud	/c/en/sky	3
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/スカイ	/c/ja/雲	/c/en/cloud	/c/en/sky	1
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/スカイ	/c/ja/曇らせる	/c/en/cloud	/c/en/sky	5
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/上空	/c/ja/曇らせる	/c/en/cloud	/c/en/sky	3
/a/[/r/UsedFor/,/c/en/telephone/,/c/en/communicate/]	/r/UsedFor	/c/ja/お電話	/c/ja/申伝える	/c/en/telephone	/c/en/communicate	3
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/空	/c/ja/雲気	/c/en/cloud	/c/en/sky	3
/a/[/r/AtLocation/,/c/en/books/,/c/en/shelf/]	/r/AtLocation	/c/ja/ものの本	/c/ja/御蔵	/c/en/books	/c/en/shelf	4
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/久方	/c/ja/曇らせる	/c/en/cloud	/c/en/sky	3
/a/[/r/UsedFor/,/c/en/telephone/,/c/en/communicate/]	/r/UsedFor	/c/ja/お電話	/c/ja/伝える	/c/en/telephone	/c/en/communicate	1
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/久堅	/c/ja/雲気	/c/en/cloud	/c/en/sky	5
/a/[/r/AtLocation/,/c/en/books/,/c/en/shelf/]	/r/AtLocation	/c/ja/書物	/c/ja/お蔵	/c/en/books	/c/en/shelf	3
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/久堅	/c/ja/雲居	/c/en/cloud	/c/en/sky	5
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/曇らせる	/c/ja/霄漢	/c/en/cloud	/c/en/sky	4
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/曇らせる	/c/ja/雲居	/c/en/cloud	/c/en/sky	4
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/曇らせる	/c/ja/雲井	/c/en/cloud	/c/en/sky	5
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/曇らせる	/c/ja/虚	/c/en/cloud	/c/en/sky	4
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/曇らせる	/c/ja/空中	/c/en/cloud	/c/en/sky	4
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/曇らせる	/c/ja/空	/c/en/cloud	/c/en/sky	3
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/久堅	/c/ja/雲井	/c/en/cloud	/c/en/sky	4
/a/[/r/AtLocation/,/c/en/books/,/c/en/shelf/]	/r/AtLocation	/c/ja/文献	/c/ja/棚	/c/en/books	/c/en/shelf	3
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/久堅	/c/ja/雲	/c/en/cloud	/c/en/sky	5
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/久堅	/c/ja/曇らせる	/c/en/cloud	/c/en/sky	5
/a/[/r/AtLocation/,/c/en/books/,/c/en/shelf/]	/r/AtLocation	/c/ja/物の本	/c/ja/お蔵	/c/en/books	/c/en/shelf	3
/a/[/r/AtLocation/,/c/en/books/,/c/en/shelf/]	/r/AtLocation	/c/ja/物の本	/c/ja/シェルフ	/c/en/books	/c/en/shelf	3
/a/[/r/AtLocation/,/c/en/books/,/c/en/shelf/]	/r/AtLocation	/c/ja/物の本	/c/ja/御蔵	/c/en/books	/c/en/shelf	3
/a/[/r/AtLocation/,/c/en/books/,/c/en/shelf/]	/r/AtLocation	/c/ja/文献	/c/ja/御蔵	/c/en/books	/c/en/shelf	2
/a/[/r/UsedFor/,/c/en/telephone/,/c/en/communicate/]	/r/UsedFor	/c/ja/お電話	/c/ja/伝え合う	/c/en/telephone	/c/en/communicate	2
/a/[/r/AtLocation/,/c/en/books/,/c/en/shelf/]	/r/AtLocation	/c/ja/ものの本	/c/ja/シェルフ	/c/en/books	/c/en/shelf	3
/a/[/r/AtLocation/,/c/en/books/,/c/en/shelf/]	/r/AtLocation	/c/ja/書物	/c/ja/シェルフ	/c/en/books	/c/en/shelf	3
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/九天	/c/ja/雲気	/c/en/cloud	/c/en/sky	4
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/九天	/c/ja/雲居	/c/en/cloud	/c/en/sky	4
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/空中	/c/ja/雲	/c/en/cloud	/c/en/sky	2
/a/[/r/AtLocation/,/c/en/books/,/c/en/shelf/]	/r/AtLocation	/c/ja/物の本	/c/ja/棚	/c/en/books	/c/en/shelf	3
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/空	/c/ja/雲居	/c/en/cloud	/c/en/sky	4
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/空	/c/ja/雲井	/c/en/cloud	/c/en/sky	5
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/空	/c/ja/雲	/c/en/cloud	/c/en/sky	1
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/九天	/c/ja/雲井	/c/en/cloud	/c/en/sky	5
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/九天	/c/ja/雲	/c/en/cloud	/c/en/sky	4
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/九天	/c/ja/曇らせる	/c/en/cloud	/c/en/sky	4
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/久方	/c/ja/雲気	/c/en/cloud	/c/en/sky	5
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/久方	/c/ja/雲居	/c/en/cloud	/c/en/sky	4
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/久方	/c/ja/雲井	/c/en/cloud	/c/en/sky	5
/a/[/r/AtLocation/,/c/en/books/,/c/en/shelf/]	/r/AtLocation	/c/ja/文献	/c/ja/お蔵	/c/en/books	/c/en/shelf	3
/a/[/r/AtLocation/,/c/en/books/,/c/en/shelf/]	/r/AtLocation	/c/ja/文献	/c/ja/シェルフ	/c/en/books	/c/en/shelf	3
/a/[/r/AtLocation/,/c/en/books/,/c/en/shelf/]	/r/AtLocation	/c/ja/書物	/c/ja/棚	/c/en/books	/c/en/shelf	2
/a/[/r/AtLocation/,/c/en/books/,/c/en/shelf/]	/r/AtLocation	/c/ja/書物	/c/ja/御蔵	/c/en/books	/c/en/shelf	5
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/久方	/c/ja/雲	/c/en/cloud	/c/en/sky	3
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/上空	/c/ja/雲	/c/en/cloud	/c/en/sky	2
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/雲気	/c/ja/霄漢	/c/en/cloud	/c/en/sky	5
/a/[/r/UsedFor/,/c/en/telephone/,/c/en/communicate/]	/r/UsedFor	/c/ja/テレホン	/c/ja/申伝える	/c/en/telephone	/c/en/communicate	3
/a/[/r/UsedFor/,/c/en/telephone/,/c/en/communicate/]	/r/UsedFor	/c/ja/テレホン	/c/ja/伝え合う	/c/en/telephone	/c/en/communicate	1
/a/[/r/UsedFor/,/c/en/telephone/,/c/en/communicate/]	/r/UsedFor	/c/ja/テレホン	/c/ja/伝える	/c/en/telephone	/c/en/communicate	2
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/大虚	/c/ja/雲	/c/en/cloud	/c/en/sky	5
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/大虚	/c/ja/雲井	/c/en/cloud	/c/en/sky	4
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/大虚	/c/ja/雲居	/c/en/cloud	/c/en/sky	5
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/大虚	/c/ja/雲気	/c/en/cloud	/c/en/sky	5
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/天	/c/ja/曇らせる	/c/en/cloud	/c/en/sky	2
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/天	/c/ja/雲	/c/en/cloud	/c/en/sky	1
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/雲井	/c/ja/雲気	/c/en/cloud	/c/en/sky	4
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/雲井	/c/ja/雲居	/c/en/cloud	/c/en/sky	4
/a/[/r/AtLocation/,/c/en/books/,/c/en/shelf/]	/r/AtLocation	/c/ja/図書	/c/ja/お蔵	/c/en/books	/c/en/shelf	3
/a/[/r/AtLocation/,/c/en/books/,/c/en/shelf/]	/r/AtLocation	/c/ja/図書	/c/ja/シェルフ	/c/en/books	/c/en/shelf	3
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/雲	/c/ja/霄漢	/c/en/cloud	/c/en/sky	5
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/上空	/c/ja/雲井	/c/en/cloud	/c/en/sky	4
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/雲	/c/ja/雲居	/c/en/cloud	/c/en/sky	4
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/雲	/c/ja/雲井	/c/en/cloud	/c/en/sky	4
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/天	/c/ja/雲井	/c/en/cloud	/c/en/sky	5
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/天	/c/ja/雲居	/c/en/cloud	/c/en/sky	3
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/天	/c/ja/雲気	/c/en/cloud	/c/en/sky	4
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/天の原	/c/ja/曇らせる	/c/en/cloud	/c/en/sky	5
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/クラウド	/c/ja/雲居	/c/en/cloud	/c/en/sky	5
/a/[/r/UsedFor/,/c/en/telephone/,/c/en/communicate/]	/r/UsedFor	/c/ja/テレホン	/c/ja/申し伝える	/c/en/telephone	/c/en/communicate	2
/a/[/r/UsedFor/,/c/en/telephone/,/c/en/communicate/]	/r/UsedFor	/c/ja/テレホン	/c/ja/通い合う	/c/en/telephone	/c/en/communicate	2
/a/[/r/UsedFor/,/c/en/telephone/,/c/en/communicate/]	/r/UsedFor	/c/ja/テレフォン	/c/ja/通ずる	/c/en/telephone	/c/en/communicate	2
/a/[/r/UsedFor/,/c/en/telephone/,/c/en/communicate/]	/r/UsedFor	/c/ja/テレホン	/c/ja/通じる	/c/en/telephone	/c/en/communicate	2
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/大虚	/c/ja/曇らせる	/c/en/cloud	/c/en/sky	5
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/雲居	/c/ja/霄漢	/c/en/cloud	/c/en/sky	5
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/雲居	/c/ja/雲気	/c/en/cloud	/c/en/sky	4
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/大空	/c/ja/雲気	/c/en/cloud	/c/en/sky	2
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/大空	/c/ja/雲居	/c/en/cloud	/c/en/sky	3
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/大空	/c/ja/雲井	/c/en/cloud	/c/en/sky	5
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/大空	/c/ja/雲	/c/en/cloud	/c/en/sky	2
/a/[/r/UsedFor/,/c/en/telephone/,/c/en/communicate/]	/r/UsedFor	/c/ja/電話	/c/ja/伝える	/c/en/telephone	/c/en/communicate	1
/a/[/r/UsedFor/,/c/en/telephone/,/c/en/communicate/]	/r/UsedFor	/c/ja/電話	/c/ja/伝え合う	/c/en/telephone	/c/en/communicate	1
/a/[/r/UsedFor/,/c/en/telephone/,/c/en/communicate/]	/r/UsedFor	/c/ja/電話	/c/ja/申し伝える	/c/en/telephone	/c/en/communicate	1
/a/[/r/UsedFor/,/c/en/telephone/,/c/en/communicate/]	/r/UsedFor	/c/ja/電話	/c/ja/申伝える	/c/en/telephone	/c/en/communicate	2
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/虚	/c/ja/雲気	/c/en/cloud	/c/en/sky	4
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/虚	/c/ja/雲居	/c/en/cloud	/c/en/sky	5
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/虚	/c/ja/雲井	/c/en/cloud	/c/en/sky	4
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/虚	/c/ja/雲	/c/en/cloud	/c/en/sky	4
/a/[/r/UsedFor/,/c/en/telephone/,/c/en/communicate/]	/r/UsedFor	/c/ja/電話	/c/ja/通い合う	/c/en/telephone	/c/en/communicate	5
/a/[/r/UsedFor/,/c/en/telephone/,/c/en/communicate/]	/r/UsedFor	/c/ja/電話	/c/ja/通じる	/c/en/telephone	/c/en/communicate	1
/a/[/r/UsedFor/,/c/en/telephone/,/c/en/communicate/]	/r/UsedFor	/c/ja/電話	/c/ja/通ずる	/c/en/telephone	/c/en/communicate	2
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/大空	/c/ja/曇らせる	/c/en/cloud	/c/en/sky	4
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/雲井	/c/ja/霄漢	/c/en/cloud	/c/en/sky	5
/a/[/r/UsedFor/,/c/en/telephone/,/c/en/communicate/]	/r/UsedFor	/c/ja/テレホン	/c/ja/通ずる	/c/en/telephone	/c/en/communicate	2
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/クラウド	/c/ja/雲井	/c/en/cloud	/c/en/sky	5
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/クラウド	/c/ja/霄漢	/c/en/cloud	/c/en/sky	5
/a/[/r/UsedFor/,/c/en/telephone/,/c/en/communicate/]	/r/UsedFor	/c/ja/テレフォン	/c/ja/通じる	/c/en/telephone	/c/en/communicate	1
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/クラウド	/c/ja/大虚	/c/en/cloud	/c/en/sky	4
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/クラウド	/c/ja/九天	/c/en/cloud	/c/en/sky	4
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/クラウド	/c/ja/久方	/c/en/cloud	/c/en/sky	4
/a/[/r/UsedFor/,/c/en/telephone/,/c/en/communicate/]	/r/UsedFor	/c/ja/テレフォン	/c/ja/通い合う	/c/en/telephone	/c/en/communicate	2
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/天空	/c/ja/雲	/c/en/cloud	/c/en/sky	1
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/天空	/c/ja/雲井	/c/en/cloud	/c/en/sky	2
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/天空	/c/ja/雲居	/c/en/cloud	/c/en/sky	3
/a/[/r/UsedFor/,/c/en/telephone/,/c/en/communicate/]	/r/UsedFor	/c/ja/テレフォン	/c/ja/伝える	/c/en/telephone	/c/en/communicate	1
/a/[/r/AtLocation/,/c/en/books/,/c/en/shelf/]	/r/AtLocation	/c/ja/図書	/c/ja/御蔵	/c/en/books	/c/en/shelf	3
/a/[/r/AtLocation/,/c/en/books/,/c/en/shelf/]	/r/AtLocation	/c/ja/図書	/c/ja/棚	/c/en/books	/c/en/shelf	2
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/天空	/c/ja/雲気	/c/en/cloud	/c/en/sky	3
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/クラウド	/c/ja/上空	/c/en/cloud	/c/en/sky	4
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/クラウド	/c/ja/スカイ	/c/en/cloud	/c/en/sky	2
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/太虚	/c/ja/曇らせる	/c/en/cloud	/c/en/sky	5
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/太虚	/c/ja/雲	/c/en/cloud	/c/en/sky	4
/a/[/r/AtLocation/,/c/en/books/,/c/en/shelf/]	/r/AtLocation	/c/ja/典籍	/c/ja/棚	/c/en/books	/c/en/shelf	3
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/太虚	/c/ja/雲井	/c/en/cloud	/c/en/sky	5
/a/[/r/AtLocation/,/c/en/books/,/c/en/shelf/]	/r/AtLocation	/c/ja/典籍	/c/ja/御蔵	/c/en/books	/c/en/shelf	4
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/太虚	/c/ja/雲居	/c/en/cloud	/c/en/sky	5
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/太虚	/c/ja/雲気	/c/en/cloud	/c/en/sky	5
/a/[/r/AtLocation/,/c/en/books/,/c/en/shelf/]	/r/AtLocation	/c/ja/典籍	/c/ja/お蔵	/c/en/books	/c/en/shelf	3
/a/[/r/AtLocation/,/c/en/books/,/c/en/shelf/]	/r/AtLocation	/c/ja/典籍	/c/ja/シェルフ	/c/en/books	/c/en/shelf	5
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/クラウド	/c/ja/大空	/c/en/cloud	/c/en/sky	4
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/クラウド	/c/ja/久堅	/c/en/cloud	/c/en/sky	5
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/クラウド	/c/ja/天	/c/en/cloud	/c/en/sky	3
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/天の原	/c/ja/雲井	/c/en/cloud	/c/en/sky	2
/a/[/r/UsedFor/,/c/en/telephone/,/c/en/communicate/]	/r/UsedFor	/c/ja/テレフォン	/c/ja/申伝える	/c/en/telephone	/c/en/communicate	2
/a/[/r/UsedFor/,/c/en/telephone/,/c/en/communicate/]	/r/UsedFor	/c/ja/テレフォン	/c/ja/申し伝える	/c/en/telephone	/c/en/communicate	2
/a/[/r/UsedFor/,/c/en/telephone/,/c/en/communicate/]	/r/UsedFor	/c/ja/テレフォン	/c/ja/伝え合う	/c/en/telephone	/c/en/communicate	1
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/クラウド	/c/ja/空	/c/en/cloud	/c/en/sky	3
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/クラウド	/c/ja/虚	/c/en/cloud	/c/en/sky	5
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/天の原	/c/ja/雲	/c/en/cloud	/c/en/sky	3
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/天の原	/c/ja/雲居	/c/en/cloud	/c/en/sky	4
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/天の原	/c/ja/雲気	/c/en/cloud	/c/en/sky	4
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/クラウド	/c/ja/太虚	/c/en/cloud	/c/en/sky	3
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/クラウド	/c/ja/天空	/c/en/cloud	/c/en/sky	2
/a/[/r/RelatedTo/,/c/en/cloud/,/c/en/sky/]	/r/RelatedTo	/c/ja/クラウド	/c/ja/天の原	/c/en/cloud	/c/en/sky	5
